date,periods,home_team,away_team,home_goal,away_goal
2001-10-21,2001,Venezia,Lazio,0,0
2001-10-21,2001,Torino,AC Perugia,1,0
2001-10-21,2001,Chievo Verona,Parma,1,0
2001-10-21,2001,Inter,Milan,2,4
2001-10-27,2001,Juventus,Inter,0,0
2001-10-27,2001,Roma,Lazio,2,0
2001-10-28,2001,Brescia,Venezia,3,2
2001-10-28,2001,Parma,Verona,2,2
2001-10-28,2001,Lecce,Atalanta,0,2
2001-10-28,2001,Udinese,Fiorentina,1,2
2001-10-28,2001,Milan,Bologna,0,0
2001-10-28,2001,AC Perugia,Piacenza Calcio,1,0
2001-10-28,2001,Chievo Verona,Torino,3,0
2001-11-03,2001,Venezia,Chievo Verona,0,0
2001-11-04,2001,Atalanta,Roma,1,1
2001-11-04,2001,Bologna,Fiorentina,3,2
2001-11-04,2001,Lazio,Brescia,5,0
2001-11-04,2001,Inter,Lecce,2,0
2001-11-04,2001,Piacenza Calcio,Udinese,1,2
2001-11-04,2001,Parma,AC Perugia,2,1
2001-11-04,2001,Verona,Juventus,2,2
2001-11-04,2001,Torino,Milan,1,0
2001-11-17,2001,Roma,Inter,0,0
2001-11-18,2001,Atalanta,Venezia,1,0
2001-11-18,2001,Fiorentina,Torino,0,0
2001-11-18,2001,Juventus,Parma,3,1
2001-11-18,2001,Lecce,Bologna,1,0
2001-11-18,2001,Udinese,Lazio,1,4
2001-11-18,2001,Milan,Piacenza Calcio,0,0
2001-11-18,2001,AC Perugia,Brescia,1,1
2001-11-18,2001,Verona,Chievo Verona,3,2
2001-11-24,2001,Lazio,Juventus,1,0
2001-11-25,2001,Bologna,Roma,1,3
2001-11-25,2001,Brescia,Udinese,2,0
2001-11-25,2001,Piacenza Calcio,Atalanta,1,2
2001-11-25,2001,Parma,Milan,0,1
2001-11-25,2001,Venezia,Lecce,1,1
2001-11-25,2001,Torino,Verona,5,1
2001-11-25,2001,Chievo Verona,AC Perugia,2,0
2001-11-25,2001,Inter,Fiorentina,2,0
2001-12-01,2001,Juventus,AC Perugia,2,0
2001-12-02,2001,Atalanta,Inter,2,4
2001-12-02,2001,Fiorentina,Piacenza Calcio,1,3
2001-12-02,2001,Roma,Venezia,1,0
2001-12-02,2001,Lecce,Lazio,1,2
2001-12-02,2001,Udinese,Parma,3,2
2001-12-02,2001,Milan,Chievo Verona,3,2
2001-12-02,2001,Verona,Brescia,2,0
2001-12-02,2001,Bologna,Torino,1,0
2001-12-08,2001,Piacenza Calcio,Bologna,2,0
2001-12-09,2001,Lazio,Fiorentina,3,0
2001-12-09,2001,Brescia,Inter,1,3
2001-12-09,2001,Parma,Roma,1,2
2001-12-09,2001,Udinese,Verona,2,1
2001-12-09,2001,AC Perugia,Venezia,2,0
2001-12-09,2001,Torino,Atalanta,1,2
2001-12-09,2001,Chievo Verona,Lecce,2,1
2001-12-09,2001,Milan,Juventus,1,1
2001-12-15,2001,Inter,Chievo Verona,1,2
2001-12-16,2001,Atalanta,Parma,4,1
2001-12-16,2001,Bologna,AC Perugia,2,1
2001-12-16,2001,Fiorentina,Brescia,1,0
2001-12-16,2001,Juventus,Piacenza Calcio,2,0
2001-12-16,2001,Lecce,Torino,1,1
2001-12-16,2001,Venezia,Udinese,2,1
2001-12-16,2001,Verona,Lazio,3,1
2001-12-16,2001,Roma,Milan,1,0
2001-12-19,2001,Atalanta,Milan,1,1
2001-12-19,2001,Bologna,Udinese,0,1
2001-12-19,2001,Inter,Verona,3,0
2001-12-19,2001,Fiorentina,Juventus,1,1
2001-12-19,2001,Roma,Brescia,0,0
2001-12-19,2001,Lecce,AC Perugia,2,3
2001-12-19,2001,Venezia,Piacenza Calcio,2,3
2001-12-19,2001,Torino,Parma,1,0
2001-12-22,2001,Lazio,Bologna,2,2
2001-12-22,2001,Chievo Verona,Roma,0,3
2001-12-23,2001,Brescia,Juventus,0,4
2001-12-23,2001,Piacenza Calcio,Inter,2,3
2001-12-23,2001,Udinese,Lecce,0,1
2001-12-23,2001,Milan,Verona,2,1
2001-12-23,2001,AC Perugia,Atalanta,2,0
2001-12-23,2001,Torino,Venezia,1,2
2001-12-23,2001,Parma,Fiorentina,2,0
2002-01-05,2001,Lecce,Milan,0,1
2002-01-06,2001,Atalanta,Chievo Verona,1,2
2002-01-06,2001,Bologna,Brescia,2,1
2002-01-06,2001,Fiorentina,AC Perugia,1,3
2002-01-06,2001,Juventus,Udinese,3,0
2002-01-06,2001,Roma,Torino,1,0
2002-01-06,2001,Venezia,Parma,3,4
2002-01-06,2001,Verona,Piacenza Calcio,1,0
2002-01-06,2001,Inter,Lazio,0,0
2002-01-13,2001,Atalanta,Bologna,2,2
2002-01-13,2001,Piacenza Calcio,Lazio,1,0
2002-01-13,2001,Chievo Verona,Fiorentina,2,2
2002-01-13,2001,Venezia,Juventus,1,2
2002-01-13,2001,Milan,Brescia,0,0
2002-01-13,2001,Parma,Lecce,1,1
2002-01-13,2001,Torino,Udinese,3,1
2002-01-13,2001,Roma,Verona,3,2
2002-01-13,2001,AC Perugia,Inter,0,2
2002-01-19,2001,Brescia,Torino,1,2
2002-01-20,2001,Juventus,Atalanta,3,0
2002-01-20,2001,Lecce,Piacenza Calcio,0,0
2002-01-20,2001,Inter,Parma,2,0
2002-01-20,2001,Udinese,Roma,1,1
2002-01-20,2001,Verona,Venezia,1,0
2002-01-20,2001,Lazio,AC Perugia,5,0
2002-01-20,2001,Bologna,Chievo Verona,3,1
2002-01-20,2001,Fiorentina,Milan,1,1
2002-01-26,2001,Parma,Bologna,2,1
2002-01-27,2001,Torino,Lazio,1,0
2002-01-27,2001,Venezia,Inter,1,1
2002-01-27,2001,Atalanta,Fiorentina,2,0
2002-01-27,2001,Lecce,Brescia,1,3
2002-01-27,2001,Roma,Piacenza Calcio,2,0
2002-01-27,2001,Milan,Udinese,2,3
2002-01-27,2001,AC Perugia,Verona,3,1
2002-01-27,2001,Chievo Verona,Juventus,1,3
2002-01-30,2001,Chievo Verona,Lazio,3,1
2002-02-02,2001,Inter,Torino,0,0
2002-02-03,2001,Verona,Atalanta,3,1
2002-02-03,2001,Brescia,Parma,1,4
2002-02-03,2001,Fiorentina,Roma,2,2
2002-02-03,2001,Juventus,Lecce,3,0
2002-02-03,2001,Bologna,Venezia,1,1
2002-02-03,2001,Udinese,AC Perugia,0,0
2002-02-03,2001,Piacenza Calcio,Chievo Verona,2,2
2002-02-03,2001,Lazio,Milan,1,1
2002-02-09,2001,Chievo Verona,Udinese,1,2
2002-02-10,2001,Parma,Lazio,1,0
2002-02-10,2001,Bologna,Inter,2,1
2002-02-10,2001,Venezia,Fiorentina,2,0
2002-02-10,2001,Atalanta,Brescia,0,0
2002-02-10,2001,Torino,Piacenza Calcio,1,1
2002-02-10,2001,Milan,AC Perugia,1,1
2002-02-10,2001,Lecce,Verona,1,1
2002-02-10,2001,Roma,Juventus,0,0
2002-02-16,2001,Juventus,Fiorentina,2,1
2002-02-16,2001,Milan,Atalanta,0,0
2002-02-17,2001,Udinese,Bologna,0,1
2002-02-17,2001,Verona,Inter,0,3
2002-02-17,2001,Brescia,Roma,0,0
2002-02-17,2001,AC Perugia,Lecce,2,1
2002-02-17,2001,Piacenza Calcio,Venezia,5,0
2002-02-17,2001,Parma,Torino,0,1
2002-02-17,2001,Lazio,Chievo Verona,1,1
2002-02-23,2001,Roma,AC Perugia,1,0
2002-02-24,2001,Atalanta,Lazio,0,1
2002-02-24,2001,Chievo Verona,Brescia,1,1
2002-02-24,2001,Piacenza Calcio,Parma,2,3
2002-02-24,2001,Fiorentina,Lecce,1,2
2002-02-24,2001,Inter,Udinese,3,2
2002-02-24,2001,Venezia,Milan,1,4
2002-02-24,2001,Bologna,Verona,2,1
2002-02-24,2001,Torino,Juventus,2,2
2002-03-03,2001,Juventus,Bologna,2,1
2002-03-03,2001,Udinese,Atalanta,1,2
2002-03-03,2001,Verona,Fiorentina,1,2
2002-03-03,2001,Brescia,Piacenza Calcio,2,2
2002-03-03,2001,Lecce,Roma,1,1
2002-03-03,2001,Lazio,Venezia,4,2
2002-03-03,2001,AC Perugia,Torino,2,0
2002-03-03,2001,Milan,Inter,0,1
2002-03-09,2001,Inter,Juventus,2,2
2002-03-10,2001,Venezia,Brescia,1,2
2002-03-10,2001,Verona,Parma,1,0
2002-03-10,2001,Atalanta,Lecce,2,1
2002-03-10,2001,Fiorentina,Udinese,0,0
2002-03-10,2001,Bologna,Milan,2,0
2002-03-10,2001,Piacenza Calcio,AC Perugia,2,0
2002-03-10,2001,Torino,Chievo Verona,2,2
2002-03-10,2001,Lazio,Roma,1,5
2002-03-13,2001,Parma,Chievo Verona,0,0
2002-03-16,2001,Roma,Atalanta,3,1
2002-03-17,2001,Fiorentina,Bologna,1,1
2002-03-17,2001,Brescia,Lazio,1,1
2002-03-17,2001,Lecce,Inter,1,2
2002-03-17,2001,Udinese,Piacenza Calcio,1,1
2002-03-17,2001,AC Perugia,Parma,2,1
2002-03-17,2001,Chievo Verona,Venezia,1,1
2002-03-17,2001,Juventus,Verona,1,0
2002-03-17,2001,Milan,Torino,2,1
2002-03-23,2001,Parma,Juventus,1,0
2002-03-24,2001,Venezia,Atalanta,0,1
2002-03-24,2001,Torino,Fiorentina,1,0
2002-03-24,2001,Bologna,Lecce,4,3
2002-03-24,2001,Lazio,Udinese,2,0
2002-03-24,2001,Piacenza Calcio,Milan,0,1
2002-03-24,2001,Brescia,AC Perugia,3,0
2002-03-24,2001,Chievo Verona,Verona,2,1
2002-03-24,2001,Inter,Roma,3,1
2002-03-30,2001,Roma,Bologna,3,1
2002-03-30,2001,Fiorentina,Inter,0,1
2002-03-30,2001,Udinese,Brescia,3,2
2002-03-30,2001,Atalanta,Piacenza Calcio,1,1
2002-03-30,2001,Milan,Parma,3,1
2002-03-30,2001,Lecce,Venezia,2,1
2002-03-30,2001,Verona,Torino,0,1
2002-03-30,2001,AC Perugia,Chievo Verona,2,2
2002-03-30,2001,Juventus,Lazio,1,1
2002-04-06,2001,Torino,Bologna,1,1
2002-04-07,2001,Inter,Atalanta,1,2
2002-04-07,2001,Piacenza Calcio,Fiorentina,3,0
2002-04-07,2001,AC Perugia,Juventus,0,4
2002-04-07,2001,Venezia,Roma,2,2
2002-04-07,2001,Parma,Udinese,2,0
2002-04-07,2001,Chievo Verona,Milan,1,1
2002-04-07,2001,Brescia,Verona,0,0
2002-04-07,2001,Lazio,Lecce,1,0
2002-04-14,2001,Fiorentina,Lazio,0,1
2002-04-14,2001,Inter,Brescia,2,1
2002-04-14,2001,Bologna,Piacenza Calcio,1,2
2002-04-14,2001,Roma,Parma,3,1
2002-04-14,2001,Verona,Udinese,1,0
2002-04-14,2001,Juventus,Milan,1,0
2002-04-14,2001,Venezia,AC Perugia,0,2
2002-04-14,2001,Atalanta,Torino,1,1
2002-04-14,2001,Lecce,Chievo Verona,2,3
2002-04-21,2001,Parma,Atalanta,1,1
2002-04-21,2001,AC Perugia,Bologna,1,0
2002-04-21,2001,Chievo Verona,Inter,2,2
2002-04-21,2001,Brescia,Fiorentina,3,0
2002-04-21,2001,Piacenza Calcio,Juventus,0,1
2002-04-21,2001,Milan,Roma,0,0
2002-04-21,2001,Torino,Lecce,1,1
2002-04-21,2001,Udinese,Venezia,1,0
2002-04-21,2001,Lazio,Verona,5,4
2002-04-28,2001,Bologna,Lazio,2,0
2002-04-28,2001,Juventus,Brescia,5,0
2002-04-28,2001,Inter,Piacenza Calcio,3,1
2002-04-28,2001,Lecce,Udinese,1,2
2002-04-28,2001,Verona,Milan,1,2
2002-04-28,2001,Atalanta,AC Perugia,2,1
2002-04-28,2001,Venezia,Torino,1,1
2002-04-28,2001,Roma,Chievo Verona,5,0
2002-04-28,2001,Fiorentina,Parma,1,2
2002-05-05,2001,Chievo Verona,Atalanta,2,1
2002-05-05,2001,Brescia,Bologna,3,0
2002-05-05,2001,Lazio,Inter,4,2
2002-05-05,2001,AC Perugia,Fiorentina,2,0
2002-05-05,2001,Udinese,Juventus,0,2
2002-05-05,2001,Torino,Roma,0,1
2002-05-05,2001,Milan,Lecce,3,0
2002-05-05,2001,Parma,Venezia,2,1
2002-05-05,2001,Piacenza Calcio,Verona,3,0
2002-09-14,2002,Inter,Torino,1,0
2002-09-14,2002,Bologna,Roma,2,1
2002-09-14,2002,Como,Empoli,0,2
2002-09-14,2002,Modena FC,Milan,0,3
2002-09-15,2002,Lazio,Chievo Verona,2,3
2002-09-15,2002,Udinese,Parma,1,1
2002-09-15,2002,Juventus,Atalanta,3,0
2002-09-15,2002,AC Perugia,Reggina Calcio,2,0
2002-09-15,2002,Brescia,Piacenza Calcio,1,2
2002-09-21,2002,Milan,AC Perugia,3,0
2002-09-21,2002,Empoli,Juventus,0,2
2002-09-22,2002,Parma,Como,2,0
2002-09-22,2002,Chievo Verona,Brescia,1,2
2002-09-22,2002,Piacenza Calcio,Udinese,2,0
2002-09-22,2002,Atalanta,Bologna,2,2
2002-09-22,2002,Torino,Lazio,0,1
2002-09-22,2002,Reggina Calcio,Inter,1,2
2002-09-22,2002,Roma,Modena FC,1,2
2002-09-28,2002,Juventus,Parma,2,2
2002-09-28,2002,Lazio,Milan,1,1
2002-09-29,2002,Modena FC,Torino,2,1
2002-09-29,2002,Como,Reggina Calcio,1,1
2002-09-29,2002,Brescia,Roma,2,3
2002-09-29,2002,Udinese,Atalanta,1,0
2002-09-29,2002,AC Perugia,Empoli,1,3
2002-09-29,2002,Bologna,Piacenza Calcio,1,0
2002-09-29,2002,Inter,Chievo Verona,2,1
2002-10-05,2002,Reggina Calcio,Brescia,2,2
2002-10-05,2002,Roma,Udinese,4,1
2002-10-06,2002,Milan,Torino,6,0
2002-10-06,2002,Juventus,Como,1,1
2002-10-06,2002,Chievo Verona,Modena FC,2,0
2002-10-06,2002,Parma,AC Perugia,2,2
2002-10-06,2002,Empoli,Bologna,0,0
2002-10-06,2002,Piacenza Calcio,Inter,1,4
2002-10-06,2002,Atalanta,Lazio,0,1
2002-10-19,2002,Empoli,Roma,1,3
2002-10-19,2002,Inter,Juventus,1,1
2002-10-20,2002,Lazio,AC Perugia,3,0
2002-10-20,2002,Udinese,Reggina Calcio,1,0
2002-10-20,2002,Torino,Chievo Verona,1,0
2002-10-20,2002,Atalanta,Milan,1,4
2002-10-20,2002,Bologna,Brescia,3,0
2002-10-20,2002,Como,Piacenza Calcio,1,1
2002-10-20,2002,Modena FC,Parma,2,1
2002-10-26,2002,Chievo Verona,Milan,3,2
2002-10-26,2002,Juventus,Udinese,1,0
2002-10-27,2002,Reggina Calcio,Torino,2,1
2002-10-27,2002,Brescia,Como,1,1
2002-10-27,2002,AC Perugia,Modena FC,2,0
2002-10-27,2002,Parma,Atalanta,2,1
2002-10-27,2002,Inter,Bologna,2,0
2002-10-27,2002,Piacenza Calcio,Empoli,1,2
2002-10-27,2002,Lazio,Roma,2,2
2002-11-02,2002,Udinese,Bologna,0,0
2002-11-02,2002,Torino,Brescia,0,2
2002-11-03,2002,Roma,AC Perugia,2,2
2002-11-03,2002,Milan,Reggina Calcio,2,0
2002-11-03,2002,Modena FC,Juventus,0,1
2002-11-03,2002,Atalanta,Piacenza Calcio,2,0
2002-11-03,2002,Empoli,Lazio,1,2
2002-11-03,2002,Como,Inter,0,2
2002-11-03,2002,Parma,Chievo Verona,0,1
2002-11-06,2002,Chievo Verona,AC Perugia,3,0
2002-11-06,2002,Piacenza Calcio,Juventus,0,1
2002-11-06,2002,Parma,Brescia,4,3
2002-11-06,2002,Milan,Udinese,1,0
2002-11-06,2002,Torino,Bologna,2,1
2002-11-06,2002,Reggina Calcio,Lazio,0,3
2002-11-06,2002,Roma,Como,2,1
2002-11-06,2002,Atalanta,Modena FC,1,3
2002-11-06,2002,Empoli,Inter,3,4
2002-11-09,2002,Inter,Udinese,1,2
2002-11-09,2002,Piacenza Calcio,Roma,1,1
2002-11-10,2002,AC Perugia,Torino,2,1
2002-11-10,2002,Bologna,Como,1,0
2002-11-10,2002,Reggina Calcio,Modena FC,0,1
2002-11-10,2002,Chievo Verona,Atalanta,4,1
2002-11-10,2002,Brescia,Empoli,0,2
2002-11-10,2002,Lazio,Parma,0,0
2002-11-10,2002,Juventus,Milan,2,1
2002-11-16,2002,Bologna,AC Perugia,2,1
2002-11-16,2002,Roma,Inter,2,2
2002-11-17,2002,Empoli,Reggina Calcio,4,2
2002-11-17,2002,Udinese,Chievo Verona,2,1
2002-11-17,2002,Atalanta,Brescia,2,0
2002-11-17,2002,Modena FC,Piacenza Calcio,1,0
2002-11-17,2002,Milan,Parma,2,1
2002-11-17,2002,Como,Lazio,1,3
2002-11-17,2002,Torino,Juventus,0,4
2002-11-23,2002,Juventus,Bologna,1,1
2002-11-23,2002,Milan,Inter,1,0
2002-11-24,2002,Piacenza Calcio,Torino,1,0
2002-11-24,2002,AC Perugia,Como,3,0
2002-11-24,2002,Parma,Roma,3,0
2002-11-24,2002,Brescia,Udinese,1,1
2002-11-24,2002,Reggina Calcio,Atalanta,1,1
2002-11-24,2002,Chievo Verona,Empoli,1,0
2002-11-24,2002,Lazio,Modena FC,4,0
2002-11-30,2002,Reggina Calcio,Chievo Verona,1,1
2002-12-01,2002,Atalanta,AC Perugia,0,2
2002-12-01,2002,Bologna,Modena FC,3,0
2002-12-01,2002,Torino,Parma,0,4
2002-12-01,2002,Empoli,Milan,1,1
2002-12-01,2002,Piacenza Calcio,Lazio,2,3
2002-12-01,2002,Inter,Brescia,4,0
2002-12-01,2002,Roma,Juventus,2,2
2002-12-07,2002,Milan,Roma,1,0
2002-12-07,2002,Lazio,Inter,3,3
2002-12-08,2002,Parma,Reggina Calcio,2,0
2002-12-08,2002,Modena FC,Como,1,1
2002-12-08,2002,Brescia,Juventus,2,0
2002-12-08,2002,AC Perugia,Piacenza Calcio,0,0
2002-12-08,2002,Udinese,Empoli,2,1
2002-12-08,2002,Chievo Verona,Bologna,0,0
2002-12-14,2002,Piacenza Calcio,Chievo Verona,0,3
2002-12-14,2002,Bologna,Parma,2,1
2002-12-15,2002,Roma,Reggina Calcio,3,0
2002-12-15,2002,Empoli,Modena FC,1,0
2002-12-15,2002,Como,Milan,1,2
2002-12-15,2002,Brescia,AC Perugia,3,1
2002-12-15,2002,Udinese,Torino,1,1
2002-12-15,2002,Inter,Atalanta,1,0
2002-12-15,2002,Juventus,Lazio,1,2
2002-12-18,2002,Como,Udinese,0,2
2002-12-21,2002,Modena FC,Udinese,0,1
2002-12-21,2002,Torino,Roma,0,1
2002-12-22,2002,Chievo Verona,Como,2,0
2002-12-22,2002,AC Perugia,Juventus,0,1
2002-12-22,2002,Milan,Brescia,0,0
2002-12-22,2002,Reggina Calcio,Piacenza Calcio,3,1
2002-12-22,2002,Lazio,Bologna,1,1
2002-12-22,2002,Atalanta,Empoli,2,2
2002-12-22,2002,Parma,Inter,1,2
2003-01-06,2002,Torino,Atalanta,1,1
2003-01-11,2002,Empoli,Torino,1,1
2003-01-11,2002,Brescia,Lazio,0,0
2003-01-12,2002,Juventus,Reggina Calcio,5,0
2003-01-12,2002,Roma,Chievo Verona,0,1
2003-01-12,2002,Bologna,Milan,0,2
2003-01-12,2002,Udinese,AC Perugia,0,0
2003-01-12,2002,Como,Atalanta,1,1
2003-01-12,2002,Piacenza Calcio,Parma,1,1
2003-01-12,2002,Inter,Modena FC,2,0
2003-01-18,2002,Parma,Empoli,2,0
2003-01-18,2002,Reggina Calcio,Bologna,1,0
2003-01-19,2002,Atalanta,Roma,2,1
2003-01-19,2002,Lazio,Udinese,2,1
2003-01-19,2002,Torino,Como,0,0
2003-01-19,2002,Modena FC,Brescia,0,0
2003-01-19,2002,Milan,Piacenza Calcio,2,1
2003-01-19,2002,AC Perugia,Inter,4,1
2003-01-19,2002,Chievo Verona,Juventus,1,4
2003-01-25,2002,Modena FC,Atalanta,0,2
2003-01-25,2002,Como,Roma,2,0
2003-01-26,2002,AC Perugia,Chievo Verona,1,0
2003-01-26,2002,Juventus,Piacenza Calcio,2,0
2003-01-26,2002,Brescia,Parma,1,1
2003-01-26,2002,Bologna,Torino,2,2
2003-01-26,2002,Lazio,Reggina Calcio,0,1
2003-01-26,2002,Inter,Empoli,3,0
2003-01-26,2002,Udinese,Milan,1,0
2003-02-01,2002,Piacenza Calcio,Brescia,1,4
2003-02-01,2002,Roma,Bologna,3,1
2003-02-02,2002,Reggina Calcio,AC Perugia,3,1
2003-02-02,2002,Chievo Verona,Lazio,1,1
2003-02-02,2002,Parma,Udinese,3,2
2003-02-02,2002,Milan,Modena FC,2,1
2003-02-02,2002,Atalanta,Juventus,1,1
2003-02-02,2002,Empoli,Como,0,0
2003-02-02,2002,Torino,Inter,0,2
2003-02-08,2002,Udinese,Piacenza Calcio,2,1
2003-02-08,2002,Juventus,Empoli,1,0
2003-02-09,2002,AC Perugia,Milan,1,0
2003-02-09,2002,Como,Parma,2,2
2003-02-09,2002,Modena FC,Roma,1,1
2003-02-09,2002,Brescia,Chievo Verona,0,0
2003-02-09,2002,Lazio,Torino,1,1
2003-02-09,2002,Inter,Reggina Calcio,3,0
2003-02-09,2002,Bologna,Atalanta,2,3
2003-02-15,2002,Chievo Verona,Inter,2,1
2003-02-15,2002,Roma,Brescia,0,0
2003-02-16,2002,Torino,Modena FC,1,1
2003-02-16,2002,Reggina Calcio,Como,4,1
2003-02-16,2002,Parma,Juventus,1,2
2003-02-16,2002,Atalanta,Udinese,0,0
2003-02-16,2002,Empoli,AC Perugia,1,1
2003-02-16,2002,Piacenza Calcio,Bologna,3,1
2003-02-16,2002,Milan,Lazio,2,2
2003-02-22,2002,Como,Juventus,1,3
2003-02-22,2002,Torino,Milan,0,3
2003-02-23,2002,Modena FC,Chievo Verona,1,0
2003-02-23,2002,Brescia,Reggina Calcio,2,1
2003-02-23,2002,Udinese,Roma,2,1
2003-02-23,2002,Bologna,Empoli,2,0
2003-02-23,2002,Lazio,Atalanta,0,0
2003-02-23,2002,Inter,Piacenza Calcio,3,1
2003-02-23,2002,AC Perugia,Parma,1,2
2003-03-01,2002,Brescia,Bologna,0,0
2003-03-01,2002,Parma,Modena FC,1,1
2003-03-02,2002,AC Perugia,Lazio,2,2
2003-03-02,2002,Reggina Calcio,Udinese,3,2
2003-03-02,2002,Chievo Verona,Torino,3,2
2003-03-02,2002,Roma,Empoli,3,1
2003-03-02,2002,Milan,Atalanta,3,3
2003-03-02,2002,Piacenza Calcio,Como,0,1
2003-03-02,2002,Juventus,Inter,3,0
2003-03-08,2002,Bologna,Inter,1,2
2003-03-08,2002,Roma,Lazio,1,1
2003-03-09,2002,Torino,Reggina Calcio,1,0
2003-03-09,2002,Como,Brescia,1,1
2003-03-09,2002,Modena FC,AC Perugia,1,1
2003-03-09,2002,Udinese,Juventus,0,1
2003-03-09,2002,Atalanta,Parma,0,0
2003-03-09,2002,Empoli,Piacenza Calcio,3,1
2003-03-09,2002,Milan,Chievo Verona,0,0
2003-03-15,2002,Reggina Calcio,Milan,0,0
2003-03-15,2002,Juventus,Modena FC,3,0
2003-03-16,2002,AC Perugia,Roma,1,0
2003-03-16,2002,Chievo Verona,Parma,0,4
2003-03-16,2002,Brescia,Torino,1,0
2003-03-16,2002,Piacenza Calcio,Atalanta,2,0
2003-03-16,2002,Bologna,Udinese,1,0
2003-03-16,2002,Inter,Como,4,0
2003-03-16,2002,Lazio,Empoli,4,1
2003-03-22,2002,Modena FC,Reggina Calcio,2,1
2003-03-22,2002,Milan,Juventus,2,1
2003-03-23,2002,Torino,AC Perugia,2,1
2003-03-23,2002,Como,Bologna,5,1
2003-03-23,2002,Roma,Piacenza Calcio,3,0
2003-03-23,2002,Atalanta,Chievo Verona,1,0
2003-03-23,2002,Empoli,Brescia,0,0
2003-03-23,2002,Parma,Lazio,2,1
2003-03-23,2002,Udinese,Inter,2,1
2003-04-05,2002,Juventus,Torino,2,0
2003-04-05,2002,Parma,Milan,1,0
2003-04-06,2002,AC Perugia,Bologna,1,1
2003-04-06,2002,Reggina Calcio,Empoli,1,0
2003-04-06,2002,Chievo Verona,Udinese,3,0
2003-04-06,2002,Brescia,Atalanta,3,0
2003-04-06,2002,Piacenza Calcio,Modena FC,3,3
2003-04-06,2002,Lazio,Como,3,0
2003-04-06,2002,Inter,Roma,3,3
2003-04-12,2002,Como,AC Perugia,1,1
2003-04-12,2002,Inter,Milan,0,1
2003-04-13,2002,Torino,Piacenza Calcio,1,3
2003-04-13,2002,Modena FC,Lazio,0,0
2003-04-13,2002,Roma,Parma,2,1
2003-04-13,2002,Udinese,Brescia,0,0
2003-04-13,2002,Atalanta,Reggina Calcio,1,1
2003-04-13,2002,Empoli,Chievo Verona,2,1
2003-04-13,2002,Bologna,Juventus,2,2
2003-04-19,2002,AC Perugia,Atalanta,1,0
2003-04-19,2002,Chievo Verona,Reggina Calcio,2,1
2003-04-19,2002,Modena FC,Bologna,3,2
2003-04-19,2002,Parma,Torino,1,0
2003-04-19,2002,Udinese,Como,3,2
2003-04-19,2002,Milan,Empoli,0,1
2003-04-19,2002,Lazio,Piacenza Calcio,2,1
2003-04-19,2002,Brescia,Inter,0,1
2003-04-19,2002,Juventus,Roma,2,1
2003-04-26,2002,Atalanta,Torino,2,2
2003-04-26,2002,Roma,Milan,2,1
2003-04-27,2002,Reggina Calcio,Parma,0,0
2003-04-27,2002,Como,Modena FC,0,0
2003-04-27,2002,Juventus,Brescia,2,1
2003-04-27,2002,Piacenza Calcio,AC Perugia,5,1
2003-04-27,2002,Bologna,Chievo Verona,1,1
2003-04-27,2002,Empoli,Udinese,1,1
2003-04-27,2002,Inter,Lazio,1,1
2003-05-03,2002,Reggina Calcio,Roma,2,3
2003-05-03,2002,Chievo Verona,Piacenza Calcio,3,1
2003-05-03,2002,Modena FC,Empoli,1,1
2003-05-03,2002,Milan,Como,2,0
2003-05-03,2002,AC Perugia,Brescia,0,0
2003-05-03,2002,Torino,Udinese,0,1
2003-05-03,2002,Atalanta,Inter,1,1
2003-05-03,2002,Lazio,Juventus,0,0
2003-05-03,2002,Parma,Bologna,1,2
2003-05-10,2002,Roma,Torino,3,1
2003-05-10,2002,Udinese,Modena FC,2,1
2003-05-10,2002,Como,Chievo Verona,2,4
2003-05-10,2002,Juventus,AC Perugia,2,2
2003-05-10,2002,Brescia,Milan,1,0
2003-05-10,2002,Piacenza Calcio,Reggina Calcio,2,2
2003-05-10,2002,Bologna,Lazio,0,2
2003-05-10,2002,Empoli,Atalanta,0,0
2003-05-10,2002,Inter,Parma,1,1
2003-05-17,2002,Reggina Calcio,Juventus,2,1
2003-05-17,2002,Chievo Verona,Roma,0,0
2003-05-17,2002,Modena FC,Inter,0,2
2003-05-17,2002,Milan,Bologna,3,1
2003-05-17,2002,AC Perugia,Udinese,0,2
2003-05-17,2002,Torino,Empoli,1,1
2003-05-17,2002,Atalanta,Como,2,1
2003-05-17,2002,Lazio,Brescia,3,1
2003-05-17,2002,Parma,Piacenza Calcio,3,2
2003-05-24,2002,Roma,Atalanta,1,2
2003-05-24,2002,Udinese,Lazio,2,1
2003-05-24,2002,Como,Torino,1,0
2003-05-24,2002,Juventus,Chievo Verona,4,3
2003-05-24,2002,Brescia,Modena FC,2,2
2003-05-24,2002,Piacenza Calcio,Milan,4,2
2003-05-24,2002,Bologna,Reggina Calcio,0,2
2003-05-24,2002,Empoli,Parma,0,2
2003-05-24,2002,Inter,AC Perugia,2,2
2003-08-30,2003,Reggina Calcio,Sampdoria,2,2
2003-08-31,2003,Brescia,Chievo Verona,1,1
2003-08-31,2003,Inter,Modena FC,2,0
2003-08-31,2003,Juventus,Empoli,5,1
2003-08-31,2003,Lazio,Lecce,4,1
2003-08-31,2003,AC Perugia,AC Siena,2,2
2003-08-31,2003,Udinese,Roma,1,2
2003-08-31,2003,Bologna,Parma,2,2
