date,periods,home_team,away_team,home_goal,away_goal
1929-10-06,1929,Juventus,Napoli,3,2
1929-10-06,1929,Lazio,Bologna,3,0
1929-10-06,1929,US Livorno,Inter,1,2
1929-10-06,1929,Milan,Brescia,4,1
1929-10-06,1929,Calcio Padova,Modena FC,1,3
1929-10-06,1929,Pro Patria,Cremonese,4,2
1929-10-06,1929,Pro Vercelli,Genova 1893 Circolo del Calcio,3,3
1929-10-06,1929,Unione Triestina,Torino,0,1
1929-10-06,1929,US Alessandria 1912,Roma,3,1
1929-10-13,1929,Pro Vercelli,Inter,1,0
1929-10-13,1929,Roma,Cremonese,9,0
1929-10-13,1929,Napoli,Brescia,1,1
1929-10-13,1929,Milan,Modena FC,1,0
1929-10-13,1929,Genova 1893 Circolo del Calcio,Lazio,2,0
1929-10-13,1929,US Alessandria 1912,Pro Patria,0,0
1929-10-13,1929,Bologna,Unione Triestina,2,2
1929-10-13,1929,Torino,Calcio Padova,3,1
1929-10-13,1929,US Livorno,Juventus,1,5
1929-10-20,1929,Lazio,US Alessandria 1912,0,0
1929-10-20,1929,Unione Triestina,Roma,1,1
1929-10-20,1929,Torino,US Livorno,3,0
1929-10-20,1929,Pro Patria,Genova 1893 Circolo del Calcio,0,1
1929-10-20,1929,Modena FC,Pro Vercelli,1,1
1929-10-20,1929,Cremonese,Juventus,0,0
1929-10-20,1929,Brescia,Calcio Padova,3,2
1929-10-20,1929,Inter,Bologna,2,1
1929-10-20,1929,Napoli,Milan,2,1
1929-10-27,1929,US Livorno,Modena FC,2,2
1929-10-27,1929,Cremonese,Unione Triestina,2,1
1929-10-27,1929,Pro Vercelli,Brescia,2,0
1929-10-27,1929,Calcio Padova,US Alessandria 1912,1,3
1929-10-27,1929,Milan,Roma,3,1
1929-10-27,1929,Bologna,Napoli,3,1
1929-10-27,1929,Genova 1893 Circolo del Calcio,Torino,1,0
1929-10-27,1929,Juventus,Pro Patria,1,0
1929-10-27,1929,Lazio,Inter,1,1
1929-11-03,1929,Juventus,Pro Vercelli,6,1
1929-11-03,1929,Roma,Brescia,2,1
1929-11-03,1929,Pro Patria,Calcio Padova,0,0
1929-11-03,1929,Modena FC,Genova 1893 Circolo del Calcio,2,1
1929-11-03,1929,Unione Triestina,Lazio,3,3
1929-11-03,1929,Bologna,Milan,1,1
1929-11-03,1929,Inter,Cremonese,3,2
1929-11-03,1929,US Alessandria 1912,Torino,3,3
1929-11-03,1929,Napoli,US Livorno,1,1
1929-11-10,1929,Calcio Padova,US Livorno,3,1
1929-11-10,1929,Torino,Bologna,0,0
1929-11-10,1929,Unione Triestina,Pro Vercelli,3,1
1929-11-10,1929,Roma,Napoli,2,2
1929-11-10,1929,Modena FC,Lazio,0,0
1929-11-10,1929,Milan,Inter,1,2
1929-11-10,1929,Cremonese,Genova 1893 Circolo del Calcio,1,2
1929-11-10,1929,US Alessandria 1912,Juventus,1,0
1929-11-10,1929,Brescia,Pro Patria,2,1
1929-11-17,1929,Bologna,Pro Patria,2,0
1929-11-17,1929,Lazio,Cremonese,6,0
1929-11-17,1929,Pro Vercelli,Roma,2,0
1929-11-17,1929,Napoli,Torino,2,0
1929-11-17,1929,US Livorno,Milan,4,1
1929-11-17,1929,Inter,Calcio Padova,6,1
1929-11-17,1929,Brescia,Unione Triestina,0,1
1929-11-17,1929,Genova 1893 Circolo del Calcio,US Alessandria 1912,2,1
1929-11-17,1929,Juventus,Modena FC,1,0
1929-11-24,1929,Modena FC,Napoli,0,5
1929-11-24,1929,Torino,Juventus,0,0
1929-11-24,1929,Roma,Inter,2,0
1929-11-24,1929,Calcio Padova,Bologna,2,3
1929-11-24,1929,Unione Triestina,Genova 1893 Circolo del Calcio,0,2
1929-11-24,1929,Milan,Lazio,2,1
1929-11-24,1929,Cremonese,Pro Vercelli,0,0
1929-11-24,1929,US Alessandria 1912,Brescia,4,0
1929-11-24,1929,Pro Patria,US Livorno,5,0
1929-12-08,1929,US Livorno,Bologna,0,2
1929-12-08,1929,Pro Vercelli,US Alessandria 1912,2,2
1929-12-08,1929,Napoli,Cremonese,3,0
1929-12-08,1929,Modena FC,Pro Patria,2,1
1929-12-08,1929,Lazio,Roma,0,1
1929-12-08,1929,Juventus,Milan,3,1
1929-12-08,1929,Genova 1893 Circolo del Calcio,Calcio Padova,8,0
1929-12-08,1929,Inter,Unione Triestina,1,2
1929-12-08,1929,Brescia,Torino,0,2
1929-12-15,1929,Milan,Cremonese,5,2
1929-12-15,1929,Torino,Modena FC,0,0
1929-12-15,1929,Roma,Genova 1893 Circolo del Calcio,2,0
1929-12-15,1929,Unione Triestina,US Livorno,3,0
1929-12-15,1929,Brescia,Lazio,3,2
1929-12-15,1929,Bologna,Juventus,0,1
1929-12-15,1929,US Alessandria 1912,Inter,1,2
1929-12-15,1929,Pro Vercelli,Calcio Padova,5,1
1929-12-15,1929,Pro Patria,Napoli,3,2
1929-12-22,1929,Pro Patria,Inter,0,0
1929-12-22,1929,Unione Triestina,Modena FC,0,1
1929-12-22,1929,Napoli,Pro Vercelli,1,1
1929-12-22,1929,Milan,US Alessandria 1912,0,1
1929-12-22,1929,Lazio,Calcio Padova,4,0
1929-12-22,1929,Juventus,Brescia,0,0
1929-12-22,1929,Genova 1893 Circolo del Calcio,Bologna,2,0
1929-12-22,1929,Cremonese,Torino,0,1
1929-12-22,1929,US Livorno,Roma,1,0
1930-01-05,1929,Genova 1893 Circolo del Calcio,Brescia,1,0
1930-01-05,1929,Unione Triestina,Juventus,0,1
1930-01-05,1929,Torino,Pro Vercelli,5,1
1930-01-05,1929,Calcio Padova,Milan,1,1
1930-01-05,1929,Inter,Napoli,2,1
1930-01-05,1929,Lazio,Pro Patria,2,1
1930-01-05,1929,Cremonese,US Livorno,1,2
1930-01-05,1929,Bologna,US Alessandria 1912,1,2
1930-01-05,1929,Modena FC,Roma,1,2
1930-01-12,1929,Calcio Padova,Cremonese,0,1
1930-01-12,1929,Napoli,Genova 1893 Circolo del Calcio,1,2
1930-01-12,1929,Torino,Lazio,1,0
1930-01-12,1929,Pro Vercelli,US Livorno,4,1
1930-01-12,1929,US Alessandria 1912,Unione Triestina,4,1
1930-01-12,1929,Milan,Pro Patria,3,2
1930-01-12,1929,Roma,Juventus,2,3
1930-01-12,1929,Brescia,Inter,0,0
1930-01-12,1929,Modena FC,Bologna,1,2
1930-01-19,1929,Pro Vercelli,Milan,0,1
1930-01-19,1929,Unione Triestina,Calcio Padova,2,1
1930-01-19,1929,Pro Patria,Roma,6,1
1930-01-19,1929,US Livorno,US Alessandria 1912,2,1
1930-01-19,1929,Juventus,Genova 1893 Circolo del Calcio,0,0
1930-01-19,1929,Cremonese,Modena FC,2,2
1930-01-19,1929,Inter,Torino,3,0
1930-01-19,1929,Bologna,Brescia,0,0
1930-01-19,1929,Lazio,Napoli,0,2
1930-01-26,1929,Genova 1893 Circolo del Calcio,Inter,1,4
1930-01-26,1929,Torino,Roma,1,0
1930-01-26,1929,Pro Patria,Pro Vercelli,1,0
1930-01-26,1929,Calcio Padova,Juventus,2,1
1930-01-26,1929,US Alessandria 1912,Napoli,2,1
1930-01-26,1929,Lazio,US Livorno,3,1
1930-01-26,1929,Brescia,Modena FC,3,2
1930-01-26,1929,Bologna,Cremonese,4,1
1930-01-26,1929,Milan,Unione Triestina,2,1
1930-02-02,1929,Pro Vercelli,Lazio,3,1
1930-02-02,1929,Milan,Torino,1,2
1930-02-02,1929,Unione Triestina,Pro Patria,2,1
1930-02-02,1929,Roma,Bologna,2,2
1930-02-02,1929,Cremonese,Brescia,0,1
1930-02-02,1929,Napoli,Calcio Padova,1,0
1930-02-02,1929,US Livorno,Genova 1893 Circolo del Calcio,3,1
1930-02-02,1929,Juventus,Inter,1,2
1930-02-02,1929,Modena FC,US Alessandria 1912,0,1
1930-02-16,1929,Calcio Padova,Roma,3,0
1930-02-16,1929,Torino,Pro Patria,7,0
1930-02-16,1929,Napoli,Unione Triestina,4,1
1930-02-16,1929,Lazio,Juventus,0,1
1930-02-16,1929,Brescia,US Livorno,2,0
1930-02-16,1929,Bologna,Pro Vercelli,2,2
1930-02-16,1929,Inter,Modena FC,5,1
1930-02-16,1929,US Alessandria 1912,Cremonese,3,0
1930-02-16,1929,Genova 1893 Circolo del Calcio,Milan,2,2
1930-02-23,1929,Cremonese,Pro Patria,1,2
1930-02-23,1929,Torino,Unione Triestina,4,1
1930-02-23,1929,Roma,US Alessandria 1912,1,1
1930-02-23,1929,Napoli,Juventus,2,2
1930-02-23,1929,Inter,US Livorno,6,2
1930-02-23,1929,Genova 1893 Circolo del Calcio,Pro Vercelli,1,0
1930-02-23,1929,Brescia,Milan,4,1
1930-02-23,1929,Bologna,Lazio,3,2
1930-02-23,1929,Modena FC,Calcio Padova,0,2
1930-03-09,1929,Pro Patria,US Alessandria 1912,4,0
1930-03-09,1929,Unione Triestina,Bologna,0,1
1930-03-09,1929,Modena FC,Milan,1,1
1930-03-09,1929,Calcio Padova,Torino,1,0
1930-03-09,1929,Juventus,US Livorno,4,1
1930-03-09,1929,Cremonese,Roma,1,0
1930-03-09,1929,Brescia,Napoli,2,1
1930-03-09,1929,Inter,Pro Vercelli,4,0
1930-03-09,1929,Lazio,Genova 1893 Circolo del Calcio,3,0
1930-03-16,1929,Pro Vercelli,Modena FC,2,1
1930-03-16,1929,Roma,Unione Triestina,5,0
1930-03-16,1929,Calcio Padova,Brescia,2,1
1930-03-16,1929,Milan,Napoli,2,2
1930-03-16,1929,Juventus,Cremonese,4,1
1930-03-16,1929,Genova 1893 Circolo del Calcio,Pro Patria,6,2
1930-03-16,1929,US Alessandria 1912,Lazio,4,2
1930-03-16,1929,Bologna,Inter,2,2
1930-03-16,1929,US Livorno,Torino,1,0
1930-03-23,1929,Modena FC,US Livorno,6,0
1930-03-23,1929,Unione Triestina,Cremonese,4,0
1930-03-23,1929,Torino,Genova 1893 Circolo del Calcio,1,1
1930-03-23,1929,Roma,Milan,1,0
1930-03-23,1929,US Alessandria 1912,Calcio Padova,4,2
1930-03-23,1929,Napoli,Bologna,2,1
1930-03-23,1929,Brescia,Pro Vercelli,1,0
1930-03-23,1929,Inter,Lazio,4,2
1930-03-23,1929,Pro Patria,Juventus,0,1
1930-03-30,1929,Milan,Bologna,0,1
1930-03-30,1929,Torino,US Alessandria 1912,2,2
1930-03-30,1929,Pro Vercelli,Juventus,1,0
1930-03-30,1929,Calcio Padova,Pro Patria,7,0
1930-03-30,1929,Lazio,Unione Triestina,0,0
1930-03-30,1929,Genova 1893 Circolo del Calcio,Modena FC,2,2
1930-03-30,1929,Cremonese,Inter,0,0
1930-03-30,1929,Brescia,Roma,1,1
1930-03-30,1929,US Livorno,Napoli,3,0
1930-04-13,1929,Juventus,US Alessandria 1912,2,1
1930-04-13,1929,Inter,Milan,2,0
1930-04-13,1929,Pro Vercelli,Unione Triestina,6,0
1930-04-13,1929,Pro Patria,Brescia,2,0
1930-04-13,1929,Napoli,Roma,1,1
1930-04-13,1929,Lazio,Modena FC,4,0
1930-04-13,1929,Genova 1893 Circolo del Calcio,Cremonese,2,1
1930-04-13,1929,Bologna,Torino,0,1
1930-04-13,1929,US Livorno,Calcio Padova,4,3
1930-04-20,1929,Modena FC,Juventus,2,1
1930-04-20,1929,Torino,Napoli,1,0
1930-04-20,1929,Roma,Pro Vercelli,7,0
1930-04-20,1929,Unione Triestina,Brescia,1,0
1930-04-20,1929,Milan,US Livorno,2,2
1930-04-20,1929,Cremonese,Lazio,1,3
1930-04-20,1929,US Alessandria 1912,Genova 1893 Circolo del Calcio,0,2
1930-04-20,1929,Pro Patria,Bologna,2,1
1930-04-20,1929,Calcio Padova,Inter,1,2
1930-04-27,1929,Genova 1893 Circolo del Calcio,Unione Triestina,2,1
1930-04-27,1929,Pro Vercelli,Cremonese,3,2
1930-04-27,1929,Napoli,Modena FC,2,1
1930-04-27,1929,US Livorno,Pro Patria,2,1
1930-04-27,1929,Juventus,Torino,2,0
1930-04-27,1929,Brescia,US Alessandria 1912,2,1
1930-04-27,1929,Bologna,Calcio Padova,1,2
1930-04-27,1929,Inter,Roma,6,0
1930-04-27,1929,Lazio,Milan,0,0
1930-05-04,1929,Roma,Lazio,3,1
1930-05-04,1929,Milan,Juventus,1,1
1930-05-04,1929,Unione Triestina,Inter,1,2
1930-05-04,1929,Torino,Brescia,5,0
1930-05-04,1929,US Alessandria 1912,Pro Vercelli,0,2
1930-05-04,1929,Pro Patria,Modena FC,2,0
1930-05-04,1929,Cremonese,Napoli,0,0
1930-05-04,1929,Bologna,US Livorno,6,1
1930-05-04,1929,Calcio Padova,Genova 1893 Circolo del Calcio,0,0
1930-05-18,1929,Napoli,Pro Patria,4,2
1930-05-18,1929,Calcio Padova,Pro Vercelli,5,0
1930-05-18,1929,Modena FC,Torino,2,1
1930-05-18,1929,US Livorno,Unione Triestina,2,0
1930-05-18,1929,Juventus,Bologna,2,0
1930-05-18,1929,Genova 1893 Circolo del Calcio,Roma,3,1
1930-05-18,1929,Inter,US Alessandria 1912,2,0
1930-05-18,1929,Cremonese,Milan,0,3
1930-05-18,1929,Lazio,Brescia,0,0
1930-05-25,1929,Brescia,Juventus,2,2
1930-05-25,1929,Torino,Cremonese,2,3
1930-05-25,1929,Roma,US Livorno,2,0
1930-05-25,1929,Pro Vercelli,Napoli,4,0
1930-05-25,1929,US Alessandria 1912,Milan,2,1
1930-05-25,1929,Modena FC,Unione Triestina,2,1
1930-05-25,1929,Bologna,Genova 1893 Circolo del Calcio,0,1
1930-05-25,1929,Inter,Pro Patria,8,0
1930-05-25,1929,Calcio Padova,Lazio,2,1
1930-05-29,1929,Napoli,Inter,3,1
1930-05-29,1929,Pro Vercelli,Torino,0,2
1930-05-29,1929,Roma,Modena FC,4,2
1930-05-29,1929,Pro Patria,Lazio,0,0
1930-05-29,1929,US Livorno,Cremonese,1,1
1930-05-29,1929,Juventus,Unione Triestina,0,1
1930-05-29,1929,US Alessandria 1912,Bologna,2,3
1930-05-29,1929,Brescia,Genova 1893 Circolo del Calcio,4,1
1930-05-29,1929,Milan,Calcio Padova,6,0
1930-06-01,1929,Genova 1893 Circolo del Calcio,Napoli,2,2
1930-06-01,1929,Inter,Brescia,5,1
1930-06-01,1929,Unione Triestina,US Alessandria 1912,1,0
1930-06-01,1929,Pro Patria,Milan,2,1
1930-06-01,1929,US Livorno,Pro Vercelli,1,1
1930-06-01,1929,Juventus,Roma,2,1
1930-06-01,1929,Cremonese,Calcio Padova,1,1
1930-06-01,1929,Bologna,Modena FC,2,1
1930-06-01,1929,Lazio,Torino,1,0
1930-06-08,1929,Milan,Pro Vercelli,3,0
1930-06-08,1929,Roma,Pro Patria,5,0
1930-06-08,1929,Calcio Padova,Unione Triestina,1,2
1930-06-08,1929,Torino,Inter,4,1
1930-06-08,1929,Genova 1893 Circolo del Calcio,Juventus,2,0
1930-06-08,1929,Brescia,Bologna,2,0
1930-06-08,1929,US Alessandria 1912,US Livorno,3,2
1930-06-08,1929,Napoli,Lazio,3,0
1930-06-08,1929,Modena FC,Cremonese,5,1
1930-06-15,1929,US Livorno,Lazio,4,0
1930-06-15,1929,Unione Triestina,Milan,2,2
1930-06-15,1929,Roma,Torino,3,0
1930-06-15,1929,Pro Vercelli,Pro Patria,0,0
1930-06-15,1929,Modena FC,Brescia,2,1
1930-06-15,1929,Juventus,Calcio Padova,3,1
1930-06-15,1929,Cremonese,Bologna,0,3
1930-06-15,1929,Inter,Genova 1893 Circolo del Calcio,3,3
1930-06-15,1929,Napoli,US Alessandria 1912,3,1
1930-06-29,1929,Lazio,Pro Vercelli,3,2
1930-06-29,1929,Torino,Milan,0,0
1930-06-29,1929,Pro Patria,Unione Triestina,1,1
1930-06-29,1929,Calcio Padova,Napoli,3,0
1930-06-29,1929,Brescia,Cremonese,4,3
1930-06-29,1929,Bologna,Roma,5,2
1930-06-29,1929,Inter,Juventus,2,0
1930-06-29,1929,US Alessandria 1912,Modena FC,1,1
1930-06-29,1929,Genova 1893 Circolo del Calcio,US Livorno,2,0
1930-07-06,1929,Roma,Calcio Padova,8,0
1930-07-06,1929,Unione Triestina,Napoli,3,4
1930-07-06,1929,Pro Vercelli,Bologna,2,2
1930-07-06,1929,Pro Patria,Torino,1,0
1930-07-06,1929,Milan,Genova 1893 Circolo del Calcio,0,2
1930-07-06,1929,US Livorno,Brescia,5,3
1930-07-06,1929,Juventus,Lazio,3,1
1930-07-06,1929,Cremonese,US Alessandria 1912,1,1
1930-07-06,1929,Modena FC,Inter,2,0
1930-09-28,1930,Juventus,Pro Patria,4,1
1930-09-28,1930,Napoli,Pro Vercelli,1,0
1930-09-28,1930,Modena FC,Roma,1,1
1930-09-28,1930,US Livorno,Milan,0,0
1930-09-28,1930,US Alessandria 1912,Brescia,4,0
1930-09-28,1930,Lazio,Torino,0,0
1930-09-28,1930,Bologna,Unione Triestina,6,1
1930-09-28,1930,Inter,Casale,5,1
1930-09-28,1930,Legnano,Genova 1893 Circolo del Calcio,2,1
1930-10-05,1930,Genova 1893 Circolo del Calcio,Napoli,4,2
1930-10-05,1930,Roma,US Alessandria 1912,2,0
1930-10-05,1930,Pro Vercelli,Inter,1,1
1930-10-05,1930,Torino,Unione Triestina,2,0
1930-10-05,1930,Casale,Legnano,1,1
1930-10-05,1930,Brescia,Modena FC,1,2
1930-10-05,1930,Bologna,US Livorno,5,0
1930-10-05,1930,Pro Patria,Lazio,3,1
1930-10-05,1930,Milan,Juventus,0,3
1930-10-12,1930,Lazio,Bologna,2,0
1930-10-12,1930,Napoli,Pro Patria,1,0
1930-10-12,1930,Modena FC,Torino,2,0
1930-10-12,1930,Legnano,Pro Vercelli,2,2
1930-10-12,1930,Unione Triestina,Roma,0,0
1930-10-12,1930,Juventus,Casale,2,0
1930-10-12,1930,Inter,Brescia,3,3
1930-10-12,1930,US Alessandria 1912,Milan,3,0
1930-10-12,1930,US Livorno,Genova 1893 Circolo del Calcio,1,2
1930-10-19,1930,Pro Patria,Modena FC,3,2
1930-10-19,1930,Roma,Napoli,3,1
1930-10-19,1930,Torino,Inter,6,0
1930-10-19,1930,Pro Vercelli,Juventus,1,3
1930-10-19,1930,Milan,Lazio,0,1
1930-10-19,1930,US Livorno,Brescia,0,1
1930-10-19,1930,Legnano,Bologna,0,2
1930-10-19,1930,Casale,Unione Triestina,2,3
1930-10-19,1930,Genova 1893 Circolo del Calcio,US Alessandria 1912,5,1
1930-10-21,1930,Genova 1893 Circolo del Calcio,Pro Vercelli,1,0
1930-10-21,1930,Unione Triestina,US Livorno,1,0
1930-10-21,1930,Torino,Roma,1,4
1930-10-21,1930,Milan,Napoli,2,3
1930-10-21,1930,US Alessandria 1912,Pro Patria,4,1
1930-10-21,1930,Lazio,Juventus,2,1
1930-10-21,1930,Casale,Modena FC,3,1
1930-10-21,1930,Bologna,Brescia,7,1
1930-10-21,1930,Legnano,Inter,2,2
1930-10-26,1930,Lazio,Casale,1,0
1930-10-26,1930,Napoli,US Livorno,2,0
1930-10-26,1930,Inter,Milan,1,1
1930-10-26,1930,Modena FC,Genova 1893 Circolo del Calcio,4,2
1930-10-26,1930,Pro Patria,Unione Triestina,2,1
1930-10-26,1930,Bologna,Torino,3,0
1930-10-26,1930,US Alessandria 1912,Pro Vercelli,0,1
1930-10-26,1930,Brescia,Legnano,2,1
1930-10-26,1930,Juventus,Roma,3,2
1930-11-02,1930,Milan,Bologna,1,2
1930-11-02,1930,Torino,US Livorno,4,0
1930-11-02,1930,Roma,Pro Patria,2,0
1930-11-02,1930,Napoli,Modena FC,4,1
1930-11-02,1930,Unione Triestina,Inter,5,0
1930-11-02,1930,Legnano,US Alessandria 1912,1,0
1930-11-02,1930,Genova 1893 Circolo del Calcio,Juventus,0,3
1930-11-02,1930,Brescia,Casale,2,0
1930-11-02,1930,Pro Vercelli,Lazio,3,0
1930-11-09,1930,Pro Patria,Legnano,2,0
1930-11-09,1930,Unione Triestina,Napoli,0,0
1930-11-09,1930,Torino,Brescia,1,1
1930-11-09,1930,Pro Vercelli,Milan,0,2
1930-11-09,1930,Lazio,US Livorno,3,2
1930-11-09,1930,Casale,Genova 1893 Circolo del Calcio,1,0
1930-11-09,1930,Bologna,Roma,3,3
1930-11-09,1930,US Alessandria 1912,Juventus,2,3
1930-11-09,1930,Inter,Modena FC,0,0
1930-11-16,1930,Napoli,Lazio,2,0
1930-11-16,1930,US Livorno,Pro Vercelli,3,1
1930-11-16,1930,Roma,Casale,3,1
1930-11-16,1930,Pro Patria,Torino,1,2
1930-11-16,1930,US Alessandria 1912,Inter,2,0
1930-11-16,1930,Modena FC,Unione Triestina,2,0
1930-11-16,1930,Juventus,Legnano,1,0
1930-11-16,1930,Genova 1893 Circolo del Calcio,Bologna,3,1
1930-11-16,1930,Milan,Brescia,1,0
1930-11-23,1930,Modena FC,Milan,3,0
1930-11-23,1930,Unione Triestina,US Alessandria 1912,0,1
1930-11-23,1930,US Livorno,Roma,1,3
1930-11-23,1930,Legnano,Torino,0,1
1930-11-23,1930,Juventus,Napoli,1,2
1930-11-23,1930,Casale,Pro Vercelli,2,2
1930-11-23,1930,Brescia,Pro Patria,3,1
1930-11-23,1930,Inter,Bologna,0,1
1930-11-23,1930,Lazio,Genova 1893 Circolo del Calcio,5,0
1930-11-30,1930,US Livorno,Inter,0,2
1930-11-30,1930,Unione Triestina,Juventus,0,0
1930-11-30,1930,Torino,Genova 1893 Circolo del Calcio,0,2
1930-11-30,1930,Pro Vercelli,Roma,0,3
1930-11-30,1930,Bologna,Modena FC,2,0
1930-11-30,1930,Milan,Legnano,2,0
1930-11-30,1930,Lazio,US Alessandria 1912,3,1
1930-11-30,1930,Casale,Pro Patria,4,0
1930-11-30,1930,Napoli,Brescia,3,1
1930-12-07,1930,Pro Patria,US Livorno,0,0
1930-12-07,1930,Pro Vercelli,Torino,1,0
1930-12-07,1930,Juventus,Bologna,2,0
1930-12-07,1930,Modena FC,Legnano,4,1
1930-12-07,1930,Brescia,Unione Triestina,1,0
1930-12-07,1930,Inter,Napoli,2,1
1930-12-07,1930,US Alessandria 1912,Casale,2,0
1930-12-07,1930,Genova 1893 Circolo del Calcio,Milan,2,1
1930-12-07,1930,Roma,Lazio,1,1
1930-12-14,1930,Napoli,US Alessandria 1912,3,2
1930-12-14,1930,Roma,Inter,2,1
1930-12-14,1930,Modena FC,Pro Vercelli,1,3
1930-12-14,1930,Milan,Unione Triestina,2,0
1930-12-14,1930,Legnano,Lazio,0,1
1930-12-14,1930,Juventus,Torino,2,0
1930-12-14,1930,Bologna,Pro Patria,4,1
1930-12-14,1930,Brescia,Genova 1893 Circolo del Calcio,1,2
1930-12-14,1930,US Livorno,Casale,5,0
1931-01-04,1930,Napoli,Bologna,2,0
1931-01-04,1930,Pro Patria,Milan,2,1
1931-01-04,1930,Pro Vercelli,Unione Triestina,2,2
1931-01-04,1930,Torino,Casale,1,0
1931-01-04,1930,Brescia,Lazio,2,0
1931-01-04,1930,Inter,Genova 1893 Circolo del Calcio,2,0
1931-01-04,1930,US Alessandria 1912,US Livorno,2,2
1931-01-04,1930,Roma,Legnano,3,0
1931-01-04,1930,Modena FC,Juventus,1,2
1931-01-11,1930,Juventus,Brescia,3,0
1931-01-11,1930,Unione Triestina,Legnano,1,0
1931-01-11,1930,Pro Vercelli,Pro Patria,2,1
1931-01-11,1930,Milan,Torino,1,1
1931-01-11,1930,Lazio,Inter,1,0
1931-01-11,1930,Genova 1893 Circolo del Calcio,Roma,0,0
1931-01-11,1930,Casale,Napoli,0,2
1931-01-11,1930,Bologna,US Alessandria 1912,0,0
1931-01-11,1930,US Livorno,Modena FC,0,2
1931-01-18,1930,Pro Patria,Genova 1893 Circolo del Calcio,2,3
1931-01-18,1930,Brescia,Pro Vercelli,2,2
1931-01-18,1930,Torino,Napoli,3,1
1931-01-18,1930,Roma,Milan,1,2
1931-01-18,1930,Unione Triestina,Lazio,2,1
1931-01-18,1930,Modena FC,US Alessandria 1912,3,2
1931-01-18,1930,Casale,Bologna,1,2
1931-01-18,1930,Inter,Juventus,2,3
1931-01-18,1930,Legnano,US Livorno,3,0
1931-02-01,1930,Roma,Brescia,3,0
1931-02-01,1930,US Alessandria 1912,Torino,1,1
1931-02-01,1930,Bologna,Pro Vercelli,3,0
1931-02-01,1930,Genova 1893 Circolo del Calcio,Unione Triestina,1,0
1931-02-01,1930,Juventus,US Livorno,4,1
1931-02-01,1930,Milan,Casale,4,0
1931-02-01,1930,Modena FC,Lazio,3,0
1931-02-01,1930,Napoli,Legnano,2,1
1931-02-01,1930,Pro Patria,Inter,1,1
1931-02-08,1930,Casale,Inter,1,0
1931-02-08,1930,Genova 1893 Circolo del Calcio,Legnano,5,0
1931-02-08,1930,Milan,US Livorno,5,0
1931-02-08,1930,Pro Patria,Juventus,1,3
1931-02-08,1930,Pro Vercelli,Napoli,6,3
1931-02-08,1930,Roma,Modena FC,4,0
1931-02-08,1930,Torino,Lazio,2,0
1931-02-08,1930,Unione Triestina,Bologna,1,1
1931-02-08,1930,Brescia,US Alessandria 1912,7,3
1931-02-15,1930,Modena FC,Brescia,3,2
1931-02-15,1930,Napoli,Genova 1893 Circolo del Calcio,0,1
1931-02-15,1930,US Livorno,Bologna,0,2
1931-02-15,1930,Legnano,Casale,1,0
1931-02-15,1930,Juventus,Milan,3,3
1931-02-15,1930,US Alessandria 1912,Roma,0,2
1931-02-15,1930,Inter,Pro Vercelli,6,1
1931-02-15,1930,Unione Triestina,Torino,1,0
1931-02-15,1930,Lazio,Pro Patria,1,1
1931-03-01,1930,Genova 1893 Circolo del Calcio,US Livorno,3,2
1931-03-01,1930,Torino,Modena FC,1,1
1931-03-01,1930,Roma,Unione Triestina,3,0
1931-03-01,1930,Pro Vercelli,Legnano,8,0
1931-03-01,1930,Milan,US Alessandria 1912,1,1
1931-03-01,1930,Casale,Juventus,0,1
1931-03-01,1930,Brescia,Inter,0,0
1931-03-01,1930,Bologna,Lazio,4,0
1931-03-01,1930,Pro Patria,Napoli,3,2
1931-03-08,1930,Lazio,Milan,1,2
1931-03-08,1930,Inter,Torino,3,0
1931-03-08,1930,Unione Triestina,Casale,1,2
1931-03-08,1930,Napoli,Roma,3,0
1931-03-08,1930,Modena FC,Pro Patria,3,1
1931-03-08,1930,US Alessandria 1912,Genova 1893 Circolo del Calcio,0,1
1931-03-08,1930,Bologna,Legnano,2,1
1931-03-08,1930,Brescia,US Livorno,1,1
1931-03-08,1930,Juventus,Pro Vercelli,5,1
1931-03-15,1930,US Livorno,Napoli,1,2
1931-03-15,1930,Torino,Bologna,1,1
1931-03-15,1930,Roma,Juventus,5,0
1931-03-15,1930,Milan,Inter,1,4
1931-03-15,1930,Unione Triestina,Pro Patria,0,0
1931-03-15,1930,Legnano,Brescia,2,2
1931-03-15,1930,Genova 1893 Circolo del Calcio,Modena FC,5,3
1931-03-15,1930,Casale,Lazio,0,2
1931-03-15,1930,Pro Vercelli,US Alessandria 1912,6,2
1931-03-22,1930,Lazio,Pro Vercelli,1,2
1931-03-22,1930,Modena FC,Napoli,2,0
1931-03-22,1930,Pro Patria,Roma,0,4
1931-03-22,1930,US Livorno,Torino,1,1
1931-03-22,1930,Juventus,Genova 1893 Circolo del Calcio,4,1
1931-03-22,1930,Casale,Brescia,0,0
1931-03-22,1930,Bologna,Milan,2,2
1931-03-22,1930,US Alessandria 1912,Legnano,5,0
1931-03-22,1930,Inter,Unione Triestina,1,0
1931-04-05,1930,Genova 1893 Circolo del Calcio,Casale,1,0
1931-04-05,1930,Milan,Pro Vercelli,2,1
1931-04-05,1930,Roma,Bologna,2,1
1931-04-05,1930,Napoli,Unione Triestina,5,1
1931-04-05,1930,Modena FC,Inter,2,5
1931-04-05,1930,Brescia,Torino,2,1
