periods,home_team,away_team,home_goals,away_goals
2023,Inter,Udinese,3,1
2023,Sampdoria,Bologna,1,2
2023,Monza,Milan,0,1
2023,Fiorentina,Empoli,1,1
2023,Salernitana,Lazio,0,2
2023,Roma,Verona,1,0
2023,Spezia,Juventus,0,2
2023,Atalanta,Lecce,1,2
2023,Torino,Cremonese,2,2
2023,Lecce,Sassuolo,0,1
2023,Empoli,Napoli,0,2
2023,Udinese,Spezia,2,2
2023,Milan,Atalanta,2,0
2023,Bologna,Inter,1,0
2023,Salernitana,Monza,3,0
2023,Verona,Fiorentina,0,3
2023,Lazio,Sampdoria,1,0
2023,Cremonese,Roma,2,1
2023,Juventus,Torino,4,2
2023,Napoli,Lazio,0,1
2023,Fiorentina,Milan,2,1
2023,Monza,Empoli,2,1
2023,Atalanta,Udinese,0,0
2023,Inter,Lecce,2,0
2023,Roma,Juventus,1,0
2023,Spezia,Verona,0,0
2023,Sampdoria,Salernitana,0,0
2023,Sassuolo,Cremonese,3,2
2023,Torino,Bologna,1,0
2023,Spezia,Inter,2,1
2023,Empoli,Udinese,0,1
2023,Bologna,Lazio,0,0
2023,Napoli,Atalanta,2,0
2023,Juventus,Sampdoria,4,2
2023,Verona,Monza,1,1
2023,Cremonese,Fiorentina,0,2
2023,Roma,Sassuolo,3,4
2023,Lecce,Torino,0,2
2023,Milan,Salernitana,1,1
2023,Sassuolo,Spezia,1,0
2023,Atalanta,Empoli,2,1
2023,Monza,Cremonese,1,1
2023,Udinese,Milan,3,1
2023,Salernitana,Bologna,2,2
2023,Torino,Napoli,0,4
2023,Lazio,Roma,1,0
2023,Sampdoria,Verona,3,1
2023,Inter,Juventus,0,1
2023,Fiorentina,Lecce,1,0
2023,Cremonese,Atalanta,1,3
2023,Inter,Fiorentina,0,1
2023,Juventus,Verona,1,0
2023,Roma,Sampdoria,3,0
2023,Spezia,Salernitana,1,1
2023,Napoli,Milan,0,4
2023,Monza,Lazio,0,2
2023,Bologna,Udinese,3,0
2023,Sassuolo,Torino,1,1
2023,Empoli,Lecce,1,0
2023,Salernitana,Inter,1,1
2023,Lecce,Napoli,1,2
2023,Milan,Empoli,0,0
2023,Verona,Sassuolo,2,1
2023,Torino,Roma,0,1
2023,Udinese,Monza,2,2
2023,Sampdoria,Cremonese,2,3
2023,Lazio,Juventus,2,1
2023,Atalanta,Bologna,0,2
2023,Fiorentina,Spezia,1,1
2023,Spezia,Lazio,0,3
2023,Cremonese,Empoli,1,0
2023,Inter,Monza,0,1
2023,Bologna,Milan,1,1
2023,Napoli,Verona,0,0
2023,Sassuolo,Juventus,1,0
2023,Roma,Udinese,3,0
2023,Torino,Salernitana,1,1
2023,Lecce,Sampdoria,1,1
2023,Fiorentina,Atalanta,1,1
2023,Verona,Bologna,2,1
2023,Salernitana,Sassuolo,3,0
2023,Sampdoria,Spezia,1,1
2023,Lazio,Torino,0,1
2023,Monza,Fiorentina,3,2
2023,Udinese,Cremonese,3,0
2023,Empoli,Inter,0,3
2023,Juventus,Napoli,0,1
2023,Milan,Lecce,2,0
2023,Atalanta,Roma,3,1
2023,Lecce,Udinese,1,0
2023,Spezia,Monza,0,2
2023,Torino,Atalanta,1,2
2023,Roma,Milan,1,1
2023,Sassuolo,Empoli,2,1
2023,Inter,Lazio,3,1
2023,Napoli,Salernitana,1,1
2023,Cremonese,Verona,1,1
2023,Fiorentina,Sampdoria,5,0
2023,Bologna,Juventus,1,1
2023,Verona,Inter,0,6
2023,Milan,Cremonese,1,1
2023,Lazio,Sassuolo,2,0
2023,Atalanta,Spezia,3,2
2023,Juventus,Lecce,2,1
2023,Salernitana,Fiorentina,3,3
2023,Sampdoria,Torino,0,2
2023,Monza,Roma,1,1
2023,Udinese,Napoli,1,1
2023,Empoli,Bologna,3,1
2023,Roma,Inter,0,2
2023,Cremonese,Spezia,2,0
2023,Milan,Lazio,2,0
2023,Atalanta,Juventus,0,2
2023,Napoli,Fiorentina,1,0
2023,Lecce,Verona,0,1
2023,Torino,Monza,1,1
2023,Sassuolo,Bologna,1,1
2023,Udinese,Sampdoria,2,0
2023,Empoli,Salernitana,2,1
2023,Lazio,Lecce,2,2
2023,Inter,Sassuolo,4,2
2023,Spezia,Milan,2,0
2023,Salernitana,Atalanta,1,0
2023,Fiorentina,Udinese,2,0
2023,Verona,Torino,0,1
2023,Bologna,Roma,0,0
2023,Juventus,Cremonese,2,0
2023,Monza,Napoli,2,0
2023,Sampdoria,Empoli,1,1
2023,Sassuolo,Monza,1,2
2023,Cremonese,Bologna,1,5
2023,Milan,Sampdoria,5,1
2023,Atalanta,Verona,3,1
2023,Lecce,Spezia,0,0
2023,Udinese,Lazio,0,1
2023,Torino,Fiorentina,1,1
2023,Napoli,Inter,3,1
2023,Empoli,Juventus,4,1
2023,Roma,Salernitana,2,2
2023,Sampdoria,Sassuolo,2,2
2023,Salernitana,Udinese,3,2
2023,Spezia,Torino,0,4
2023,Inter,Atalanta,3,2
2023,Fiorentina,Roma,2,1
2023,Lazio,Cremonese,3,2
2023,Juventus,Milan,0,1
2023,Monza,Lecce,0,1
2023,Verona,Empoli,1,1
2023,Bologna,Napoli,2,2
2023,Sassuolo,Fiorentina,1,3
2023,Torino,Inter,0,1
2023,Cremonese,Salernitana,2,0
2023,Empoli,Lazio,0,2
2023,Roma,Spezia,2,1
2023,Udinese,Juventus,0,1
2023,Milan,Verona,3,1
2023,Napoli,Sampdoria,2,0
2023,Lecce,Bologna,2,3
2023,Atalanta,Monza,5,2
2023,Spezia,Verona,1,3
2024,Frosinone,Napoli,1,3
2024,Inter,Monza,2,0
2024,Genoa,Fiorentina,1,4
2024,Empoli,Verona,0,1
2024,Sassuolo,Atalanta,0,2
2024,Roma,Salernitana,2,2
2024,Udinese,Juventus,0,3
2024,Lecce,Lazio,2,1
2024,Torino,Cagliari,0,0
2024,Bologna,Milan,0,2
2024,Monza,Empoli,2,0
2024,Frosinone,Atalanta,2,1
2024,Verona,Roma,2,1
2024,Milan,Torino,4,1
2024,Fiorentina,Lecce,2,2
2024,Napoli,Sassuolo,2,0
2024,Lazio,Genoa,0,1
2024,Juventus,Bologna,1,1
2024,Salernitana,Udinese,1,1
2024,Cagliari,Inter,0,2
2024,Roma,Milan,1,2
2024,Sassuolo,Verona,3,1
2024,Bologna,Cagliari,2,1
2024,Udinese,Frosinone,0,0
2024,Atalanta,Monza,3,0
2024,Napoli,Lazio,1,2
2024,Torino,Genoa,1,0
2024,Inter,Fiorentina,4,0
2024,Lecce,Salernitana,2,0
2024,Empoli,Juventus,0,2
2024,Juventus,Lazio,3,1
2024,Inter,Milan,5,1
2024,Genoa,Napoli,2,2
2024,Monza,Lecce,1,1
2024,Cagliari,Udinese,0,0
2024,Roma,Empoli,7,0
2024,Fiorentina,Atalanta,3,2
2024,Frosinone,Sassuolo,4,2
2024,Verona,Bologna,0,0
2024,Salernitana,Torino,0,3
2024,Lecce,Genoa,1,0
2024,Salernitana,Frosinone,1,1
2024,Milan,Verona,1,0
2024,Sassuolo,Juventus,4,2
2024,Lazio,Monza,1,1
2024,Udinese,Fiorentina,0,2
2024,Bologna,Napoli,0,0
2024,Torino,Roma,1,1
2024,Atalanta,Cagliari,2,0
2024,Empoli,Inter,0,1
2024,Juventus,Lecce,1,0
2024,Napoli,Udinese,4,1
2024,Verona,Atalanta,0,1
2024,Cagliari,Milan,1,3
2024,Inter,Sassuolo,1,2
2024,Empoli,Salernitana,1,0
2024,Lazio,Torino,2,0
2024,Genoa,Roma,4,1
2024,Monza,Bologna,0,0
2024,Frosinone,Fiorentina,1,1
2024,Milan,Lazio,2,0
2024,Lecce,Napoli,0,4
2024,Salernitana,Inter,0,4
2024,Atalanta,Juventus,0,0
2024,Udinese,Genoa,2,2
2024,Bologna,Empoli,3,0
2024,Roma,Frosinone,2,0
2024,Sassuolo,Monza,0,1
2024,Torino,Verona,0,0
2024,Fiorentina,Cagliari,3,0
2024,Lecce,Sassuolo,1,1
2024,Empoli,Udinese,0,0
2024,Juventus,Torino,2,0
2024,Inter,Bologna,2,2
2024,Genoa,Milan,0,1
2024,Monza,Salernitana,3,0
2024,Cagliari,Roma,1,4
2024,Frosinone,Verona,2,1
2024,Napoli,Fiorentina,1,3
2024,Lazio,Atalanta,3,2
2024,Sassuolo,Lazio,0,2
2024,Verona,Napoli,1,3
2024,Torino,Inter,0,3
2024,Bologna,Frosinone,2,1
2024,Roma,Monza,1,0
2024,Atalanta,Genoa,2,0
2024,Milan,Juventus,0,1
2024,Salernitana,Cagliari,2,2
2024,Fiorentina,Empoli,0,2
2024,Udinese,Lecce,1,1
2024,Genoa,Salernitana,1,0
2024,Sassuolo,Bologna,1,1
2024,Juventus,Verona,1,0
2024,Lecce,Torino,0,1
2024,Monza,Udinese,1,1
2024,Napoli,Milan,2,2
2024,Inter,Roma,1,0
2024,Cagliari,Frosinone,4,3
2024,Lazio,Fiorentina,1,0
2024,Empoli,Atalanta,0,3
2024,Bologna,Lazio,1,0
2024,Atalanta,Inter,1,2
2024,Milan,Udinese,0,1
2024,Salernitana,Napoli,0,2
2024,Fiorentina,Juventus,0,1
2024,Verona,Monza,1,3
2024,Roma,Lecce,2,1
2024,Cagliari,Genoa,2,1
2024,Torino,Sassuolo,2,1
2024,Frosinone,Empoli,2,1
2024,Sassuolo,Salernitana,2,2
2024,Genoa,Verona,1,0
2024,Juventus,Cagliari,2,1
2024,Monza,Torino,1,1
2024,Lecce,Milan,2,2
2024,Lazio,Roma,0,0
2024,Udinese,Atalanta,1,1
2024,Inter,Frosinone,2,0
2024,Fiorentina,Bologna,2,1
2024,Napoli,Empoli,0,1
2024,Atalanta,Napoli,1,2
2024,Milan,Fiorentina,1,0
2024,Salernitana,Lazio,2,1
2024,Juventus,Inter,1,1
2024,Frosinone,Genoa,2,1
2024,Empoli,Sassuolo,3,4
2024,Cagliari,Monza,1,1
2024,Roma,Udinese,3,1
2024,Verona,Lecce,2,2
2024,Bologna,Torino,2,0
2024,Monza,Juventus,1,2
2024,Lazio,Cagliari,1,0
2024,Genoa,Empoli,1,1
2024,Milan,Frosinone,3,1
2024,Napoli,Inter,0,3
2024,Sassuolo,Roma,1,2
2024,Lecce,Bologna,1,1
2024,Udinese,Verona,3,3
2024,Fiorentina,Salernitana,3,0
2024,Torino,Atalanta,3,0
2024,Juventus,Napoli,1,0
2024,Verona,Lazio,1,1
2024,Atalanta,Milan,3,2
2024,Inter,Udinese,4,0
2024,Salernitana,Bologna,1,2
2024,Roma,Fiorentina,1,1
2024,Monza,Genoa,1,0
2024,Frosinone,Torino,0,0
2024,Empoli,Lecce,1,1
2024,Cagliari,Sassuolo,2,1
2024,Genoa,Juventus,1,1
2024,Torino,Empoli,1,0
2024,Napoli,Cagliari,2,1
2024,Lecce,Frosinone,2,1
2024,Udinese,Sassuolo,2,2
2024,Milan,Monza,3,0
2024,Lazio,Inter,0,2
2024,Bologna,Roma,2,0
2024,Fiorentina,Verona,1,0
2024,Atalanta,Salernitana,4,1
2024,Sassuolo,Genoa,1,2
2024,Empoli,Lazio,0,2
2024,Monza,Fiorentina,0,1
2024,Salernitana,Milan,2,2
2024,Inter,Lecce,2,0
2024,Roma,Napoli,2,0
2024,Torino,Udinese,1,1
2024,Bologna,Atalanta,1,0
2024,Frosinone,Juventus,1,2
2024,Verona,Cagliari,2,0
2024,Napoli,Monza,0,0
2024,Genoa,Inter,1,1
2024,Lazio,Frosinone,3,1
2024,Fiorentina,Torino,1,0
2024,Verona,Salernitana,0,1
2024,Atalanta,Lecce,1,0
2024,Cagliari,Empoli,0,0
2024,Juventus,Roma,1,0
2024,Milan,Sassuolo,1,0
2024,Udinese,Bologna,3,0
2024,Bologna,Genoa,1,1
2024,Lecce,Cagliari,1,1
2024,Sassuolo,Fiorentina,1,0
2024,Inter,Verona,2,1
2024,Frosinone,Monza,2,3
2024,Empoli,Milan,0,3
2024,Roma,Atalanta,1,1
2024,Torino,Napoli,3,0
2024,Salernitana,Juventus,1,2
2024,Udinese,Lazio,1,2
2024,Napoli,Salernitana,2,1
2024,Monza,Inter,1,5
2024,Verona,Empoli,2,1
2024,Genoa,Torino,0,0
2024,Milan,Roma,3,1
2024,Fiorentina,Udinese,2,2
2024,Lazio,Lecce,1,0
2024,Cagliari,Bologna,2,1
2024,Atalanta,Frosinone,5,0
2024,Juventus,Sassuolo,3,0
2024,Roma,Verona,2,1
2024,Udinese,Milan,2,3
2024,Lecce,Juventus,0,3
2024,Salernitana,Genoa,1,2
2024,Empoli,Monza,3,0
2024,Frosinone,Cagliari,3,1
2024,Cagliari,Torino,1,2
2024,Juventus,Empoli,1,1
2024,Atalanta,Udinese,2,0
2024,Milan,Bologna,2,2
2024,Fiorentina,Inter,0,1
2024,Verona,Frosinone,1,1
2024,Genoa,Lecce,2,1
2024,Lazio,Napoli,0,0
2024,Monza,Sassuolo,1,0
2024,Salernitana,Roma,1,2
2024,Lecce,Fiorentina,3,2
2024,Frosinone,Milan,2,3
2024,Empoli,Genoa,0,0
2024,Udinese,Monza,0,0
2024,Bologna,Sassuolo,4,2
2024,Napoli,Verona,2,1
2024,Torino,Salernitana,0,0
2024,Inter,Juventus,1,0
2024,Atalanta,Lazio,3,1
2024,Roma,Cagliari,4,0
2024,Salernitana,Empoli,1,3
2024,Cagliari,Lazio,1,3
2024,Sassuolo,Torino,1,1
2024,Roma,Inter,2,4
2024,Genoa,Atalanta,1,4
2024,Fiorentina,Frosinone,5,1
2024,Milan,Napoli,1,0
2024,Monza,Verona,0,0
2024,Bologna,Lecce,4,0
2024,Juventus,Udinese,0,1
2024,Bologna,Fiorentina,2,0
2024,Torino,Lecce,2,0
2024,Inter,Salernitana,4,0
2024,Verona,Juventus,2,2
2024,Atalanta,Sassuolo,3,0
2024,Napoli,Genoa,1,1
2024,Udinese,Cagliari,1,1
2024,Frosinone,Roma,0,3
2024,Monza,Milan,4,2
2024,Lazio,Bologna,1,2
2024,Empoli,Fiorentina,1,1
2024,Torino,Lazio,0,2
2024,Bologna,Verona,2,0
2024,Genoa,Udinese,2,0
2024,Salernitana,Monza,0,2
2024,Sassuolo,Empoli,2,3
2024,Lecce,Inter,0,4
2024,Cagliari,Napoli,1,1
2024,Juventus,Frosinone,3,2
2024,Milan,Atalanta,1,1
2024,Fiorentina,Lazio,2,1
2024,Roma,Torino,3,2
2024,Sassuolo,Napoli,1,6
2024,Inter,Atalanta,4,0
2024,Lazio,Milan,0,1
2024,Torino,Fiorentina,0,0
2024,Monza,Roma,1,4
2024,Udinese,Salernitana,1,1
2024,Empoli,Cagliari,0,1
2024,Napoli,Juventus,2,1
2024,Frosinone,Lecce,1,1
2024,Atalanta,Bologna,1,2
2024,Verona,Sassuolo,1,0
2024,Inter,Genoa,2,1
2024,Napoli,Torino,1,1
2024,Sassuolo,Frosinone,1,0
2024,Genoa,Monza,2,3
2024,Bologna,Inter,0,1
2024,Cagliari,Salernitana,4,2
2024,Lecce,Verona,0,1
2024,Juventus,Atalanta,2,2
2024,Milan,Empoli,1,0
2024,Fiorentina,Roma,2,2
2024,Lazio,Udinese,1,2
2024,Empoli,Bologna,0,1
2024,Salernitana,Lecce,0,1
2024,Monza,Cagliari,1,0
2024,Udinese,Torino,0,2
2024,Frosinone,Lazio,2,3
2024,Verona,Milan,1,3
2024,Juventus,Genoa,0,0
2024,Roma,Sassuolo,1,0
2024,Inter,Napoli,1,1
2024,Napoli,Atalanta,0,3
2024,Fiorentina,Milan,1,2
2024,Torino,Monza,1,0
2024,Lazio,Juventus,1,0
2024,Genoa,Frosinone,1,1
2024,Inter,Empoli,2,0
2024,Lecce,Roma,0,0
2024,Cagliari,Verona,1,1
2024,Sassuolo,Udinese,1,1
2024,Bologna,Salernitana,3,0
2024,Salernitana,Sassuolo,2,2
2024,Milan,Lecce,3,0
2024,Empoli,Torino,3,2
2024,Roma,Lazio,1,0
2024,Monza,Napoli,2,4
2024,Frosinone,Bologna,0,0
2024,Verona,Genoa,1,2
2024,Cagliari,Atalanta,2,1
2024,Juventus,Fiorentina,1,0
2024,Udinese,Inter,1,2
2024,Lazio,Salernitana,4,1
2024,Bologna,Monza,0,0
2024,Lecce,Empoli,1,0
2024,Torino,Juventus,0,0
2024,Inter,Cagliari,2,2
2024,Napoli,Frosinone,2,2
2024,Sassuolo,Milan,3,3
2024,Atalanta,Verona,2,2
2024,Fiorentina,Genoa,1,1
2024,Genoa,Lazio,0,1
2024,Cagliari,Juventus,2,2
2024,Empoli,Napoli,1,0
2024,Verona,Udinese,1,0
2024,Torino,Frosinone,0,0
2024,Salernitana,Fiorentina,0,2
2024,Monza,Atalanta,1,2
2024,Sassuolo,Lecce,0,3
2024,Roma,Bologna,1,3
2024,Milan,Inter,1,2
2024,Udinese,Roma,1,2
2024,Frosinone,Salernitana,3,0
2024,Juventus,Milan,0,0
2024,Lazio,Verona,1,0
2024,Lecce,Monza,1,1
2024,Inter,Torino,2,0
2024,Napoli,Roma,2,2
2024,Fiorentina,Sassuolo,5,1
2024,Bologna,Udinese,1,1
2024,Atalanta,Empoli,2,0
2024,Genoa,Cagliari,3,0
2024,Torino,Bologna,0,0
2024,Monza,Lazio,2,2
2024,Sassuolo,Inter,1,0
2024,Milan,Genoa,3,3
2024,Cagliari,Lecce,1,1
2024,Empoli,Frosinone,0,0
2024,Roma,Juventus,1,1
2024,Verona,Fiorentina,2,1
2024,Salernitana,Atalanta,1,2
2024,Udinese,Napoli,1,1
2024,Frosinone,Inter,0,5
2024,Milan,Cagliari,5,1
2024,Napoli,Bologna,0,2
2024,Lazio,Empoli,2,0
2024,Genoa,Sassuolo,2,1
2024,Verona,Torino,1,2
2024,Juventus,Salernitana,1,1
2024,Atalanta,Roma,2,1
2024,Fiorentina,Monza,2,1
2024,Lecce,Udinese,0,2
2024,Fiorentina,Napoli,2,2
2024,Lecce,Atalanta,0,2
2024,Torino,Milan,3,1
2024,Monza,Frosinone,0,1
2024,Sassuolo,Cagliari,0,2
2024,Inter,Lazio,1,1
2024,Udinese,Empoli,1,1
2024,Roma,Genoa,1,0
2024,Salernitana,Verona,1,2
2024,Bologna,Juventus,3,3
2024,Cagliari,Fiorentina,2,3
2024,Genoa,Bologna,2,0
2024,Milan,Salernitana,3,3
2024,Juventus,Monza,2,0
2024,Frosinone,Udinese,0,1
2024,Napoli,Lecce,0,0
2024,Lazio,Sassuolo,1,1
2024,Atalanta,Torino,3,0
2024,Verona,Inter,2,2
2024,Empoli,Roma,2,1
2024,Atalanta,Fiorentina,2,3
